language,number,constructions
artificial_language_g0_244_m1_m8_m99,1,1
artificial_language_g0_244_m1_m8_m99,2,2
artificial_language_g0_244_m1_m8_m99,3,3
artificial_language_g0_244_m1_m8_m99,4,4
artificial_language_g0_244_m1_m8_m99,5,5
artificial_language_g0_244_m1_m8_m99,6,6
artificial_language_g0_244_m1_m8_m99,7,7
artificial_language_g0_244_m1_m8_m99,8,8
artificial_language_g0_244_m1_m8_m99,9,9
artificial_language_g0_244_m1_m8_m99,10,10
artificial_language_g0_244_m1_m8_m99,11,11
artificial_language_g0_244_m1_m8_m99,12,12
artificial_language_g0_244_m1_m8_m99,13,13
artificial_language_g0_244_m1_m8_m99,14,14
artificial_language_g0_244_m1_m8_m99,15,15
artificial_language_g0_244_m1_m8_m99,16,16
artificial_language_g0_244_m1_m8_m99,17,17
artificial_language_g0_244_m1_m8_m99,18,18
artificial_language_g0_244_m1_m8_m99,19,19
artificial_language_g0_244_m1_m8_m99,20,20
artificial_language_g0_244_m1_m8_m99,21,21
artificial_language_g0_244_m1_m8_m99,22,22
artificial_language_g0_244_m1_m8_m99,23,23
artificial_language_g0_244_m1_m8_m99,24,24
artificial_language_g0_244_m1_m8_m99,25,25
artificial_language_g0_244_m1_m8_m99,26,26
artificial_language_g0_244_m1_m8_m99,27,27
artificial_language_g0_244_m1_m8_m99,28,28
artificial_language_g0_244_m1_m8_m99,29,29
artificial_language_g0_244_m1_m8_m99,30,30
artificial_language_g0_244_m1_m8_m99,31,31
artificial_language_g0_244_m1_m8_m99,32,32
artificial_language_g0_244_m1_m8_m99,33,33
artificial_language_g0_244_m1_m8_m99,34,34
artificial_language_g0_244_m1_m8_m99,35,35
artificial_language_g0_244_m1_m8_m99,36,36
artificial_language_g0_244_m1_m8_m99,37,37
artificial_language_g0_244_m1_m8_m99,38,38
artificial_language_g0_244_m1_m8_m99,39,39
artificial_language_g0_244_m1_m8_m99,40,40
artificial_language_g0_244_m1_m8_m99,41,41
artificial_language_g0_244_m1_m8_m99,42,42
artificial_language_g0_244_m1_m8_m99,43,43
artificial_language_g0_244_m1_m8_m99,44,44
artificial_language_g0_244_m1_m8_m99,45,(44 + 1)
artificial_language_g0_244_m1_m8_m99,46,(44 + 2)
artificial_language_g0_244_m1_m8_m99,47,(44 + 3)
artificial_language_g0_244_m1_m8_m99,48,(44 + 4)
artificial_language_g0_244_m1_m8_m99,49,(44 + 5)
artificial_language_g0_244_m1_m8_m99,50,(44 + 6)
artificial_language_g0_244_m1_m8_m99,51,(44 + 7)
artificial_language_g0_244_m1_m8_m99,52,(44 + 8)
artificial_language_g0_244_m1_m8_m99,53,(44 + 9)
artificial_language_g0_244_m1_m8_m99,54,(44 + 10)
artificial_language_g0_244_m1_m8_m99,55,(44 + 11)
artificial_language_g0_244_m1_m8_m99,56,(44 + 12)
artificial_language_g0_244_m1_m8_m99,57,(44 + 13)
artificial_language_g0_244_m1_m8_m99,58,(44 + 14)
artificial_language_g0_244_m1_m8_m99,59,(44 + 15)
artificial_language_g0_244_m1_m8_m99,60,(44 + 16)
artificial_language_g0_244_m1_m8_m99,61,(44 + 17)
artificial_language_g0_244_m1_m8_m99,62,(44 + 18)
artificial_language_g0_244_m1_m8_m99,63,(44 + 19)
artificial_language_g0_244_m1_m8_m99,64,(44 + 20)
artificial_language_g0_244_m1_m8_m99,65,(44 + 21)
artificial_language_g0_244_m1_m8_m99,66,(44 + 22)
artificial_language_g0_244_m1_m8_m99,67,(44 + 23)
artificial_language_g0_244_m1_m8_m99,68,(44 + 24)
artificial_language_g0_244_m1_m8_m99,69,(44 + 25)
artificial_language_g0_244_m1_m8_m99,70,(44 + 26)
artificial_language_g0_244_m1_m8_m99,71,(44 + 27)
artificial_language_g0_244_m1_m8_m99,72,(44 + 28)
artificial_language_g0_244_m1_m8_m99,73,(44 + 29)
artificial_language_g0_244_m1_m8_m99,74,(44 + 30)
artificial_language_g0_244_m1_m8_m99,75,(44 + 31)
artificial_language_g0_244_m1_m8_m99,76,(44 + 32)
artificial_language_g0_244_m1_m8_m99,77,(44 + 33)
artificial_language_g0_244_m1_m8_m99,78,(44 + 34)
artificial_language_g0_244_m1_m8_m99,79,(44 + 35)
artificial_language_g0_244_m1_m8_m99,80,(44 + 36)
artificial_language_g0_244_m1_m8_m99,81,(44 + 37)
artificial_language_g0_244_m1_m8_m99,82,(44 + 38)
artificial_language_g0_244_m1_m8_m99,83,(44 + 39)
artificial_language_g0_244_m1_m8_m99,84,(44 + 40)
artificial_language_g0_244_m1_m8_m99,85,(44 + 41)
artificial_language_g0_244_m1_m8_m99,86,(44 + 42)
artificial_language_g0_244_m1_m8_m99,87,(88 - 1)
artificial_language_g0_244_m1_m8_m99,88,88
artificial_language_g0_244_m1_m8_m99,89,(88 + 1)
artificial_language_g0_244_m1_m8_m99,90,(88 + 2)
artificial_language_g0_244_m1_m8_m99,91,(88 + 3)
artificial_language_g0_244_m1_m8_m99,92,(88 + 4)
artificial_language_g0_244_m1_m8_m99,93,(88 + 5)
artificial_language_g0_244_m1_m8_m99,94,(88 + 6)
artificial_language_g0_244_m1_m8_m99,95,95
artificial_language_g0_244_m1_m8_m99,96,(95 + 1)
artificial_language_g0_244_m1_m8_m99,97,(95 + 2)
artificial_language_g0_244_m1_m8_m99,98,(95 + 3)
artificial_language_g0_244_m1_m8_m99,99,(95 + 4)
artificial_language_g0_244_m1_m8_m9_m99,1,1
artificial_language_g0_244_m1_m8_m9_m99,2,2
artificial_language_g0_244_m1_m8_m9_m99,3,3
artificial_language_g0_244_m1_m8_m9_m99,4,4
artificial_language_g0_244_m1_m8_m9_m99,5,5
artificial_language_g0_244_m1_m8_m9_m99,6,6
artificial_language_g0_244_m1_m8_m9_m99,7,7
artificial_language_g0_244_m1_m8_m9_m99,8,8
artificial_language_g0_244_m1_m8_m9_m99,9,9
artificial_language_g0_244_m1_m8_m9_m99,10,10
artificial_language_g0_244_m1_m8_m9_m99,11,11
artificial_language_g0_244_m1_m8_m9_m99,12,12
artificial_language_g0_244_m1_m8_m9_m99,13,13
artificial_language_g0_244_m1_m8_m9_m99,14,14
artificial_language_g0_244_m1_m8_m9_m99,15,15
artificial_language_g0_244_m1_m8_m9_m99,16,16
artificial_language_g0_244_m1_m8_m9_m99,17,17
artificial_language_g0_244_m1_m8_m9_m99,18,18
artificial_language_g0_244_m1_m8_m9_m99,19,19
artificial_language_g0_244_m1_m8_m9_m99,20,20
artificial_language_g0_244_m1_m8_m9_m99,21,21
artificial_language_g0_244_m1_m8_m9_m99,22,22
artificial_language_g0_244_m1_m8_m9_m99,23,23
artificial_language_g0_244_m1_m8_m9_m99,24,24
artificial_language_g0_244_m1_m8_m9_m99,25,25
artificial_language_g0_244_m1_m8_m9_m99,26,26
artificial_language_g0_244_m1_m8_m9_m99,27,27
artificial_language_g0_244_m1_m8_m9_m99,28,28
artificial_language_g0_244_m1_m8_m9_m99,29,29
artificial_language_g0_244_m1_m8_m9_m99,30,30
artificial_language_g0_244_m1_m8_m9_m99,31,31
artificial_language_g0_244_m1_m8_m9_m99,32,32
artificial_language_g0_244_m1_m8_m9_m99,33,33
artificial_language_g0_244_m1_m8_m9_m99,34,34
artificial_language_g0_244_m1_m8_m9_m99,35,35
artificial_language_g0_244_m1_m8_m9_m99,36,36
artificial_language_g0_244_m1_m8_m9_m99,37,37
artificial_language_g0_244_m1_m8_m9_m99,38,38
artificial_language_g0_244_m1_m8_m9_m99,39,39
artificial_language_g0_244_m1_m8_m9_m99,40,40
artificial_language_g0_244_m1_m8_m9_m99,41,41
artificial_language_g0_244_m1_m8_m9_m99,42,42
artificial_language_g0_244_m1_m8_m9_m99,43,43
artificial_language_g0_244_m1_m8_m9_m99,44,44
artificial_language_g0_244_m1_m8_m9_m99,45,45
artificial_language_g0_244_m1_m8_m9_m99,46,(45 + 1)
artificial_language_g0_244_m1_m8_m9_m99,47,(45 + 2)
artificial_language_g0_244_m1_m8_m9_m99,48,(45 + 3)
artificial_language_g0_244_m1_m8_m9_m99,49,(45 + 4)
artificial_language_g0_244_m1_m8_m9_m99,50,(45 + 5)
artificial_language_g0_244_m1_m8_m9_m99,51,(45 + 6)
artificial_language_g0_244_m1_m8_m9_m99,52,(45 + 7)
artificial_language_g0_244_m1_m8_m9_m99,53,(45 + 8)
artificial_language_g0_244_m1_m8_m9_m99,54,(45 + 9)
artificial_language_g0_244_m1_m8_m9_m99,55,(45 + 10)
artificial_language_g0_244_m1_m8_m9_m99,56,(45 + 11)
artificial_language_g0_244_m1_m8_m9_m99,57,(45 + 12)
artificial_language_g0_244_m1_m8_m9_m99,58,(45 + 13)
artificial_language_g0_244_m1_m8_m9_m99,59,(45 + 14)
artificial_language_g0_244_m1_m8_m9_m99,60,(45 + 15)
artificial_language_g0_244_m1_m8_m9_m99,61,(45 + 16)
artificial_language_g0_244_m1_m8_m9_m99,62,(45 + 17)
artificial_language_g0_244_m1_m8_m9_m99,63,(45 + 18)
artificial_language_g0_244_m1_m8_m9_m99,64,(45 + 19)
artificial_language_g0_244_m1_m8_m9_m99,65,(45 + 20)
artificial_language_g0_244_m1_m8_m9_m99,66,(45 + 21)
artificial_language_g0_244_m1_m8_m9_m99,67,(45 + 22)
artificial_language_g0_244_m1_m8_m9_m99,68,(45 + 23)
artificial_language_g0_244_m1_m8_m9_m99,69,(45 + 24)
artificial_language_g0_244_m1_m8_m9_m99,70,(45 + 25)
artificial_language_g0_244_m1_m8_m9_m99,71,(45 + 26)
artificial_language_g0_244_m1_m8_m9_m99,72,(45 + 27)
artificial_language_g0_244_m1_m8_m9_m99,73,(45 + 28)
artificial_language_g0_244_m1_m8_m9_m99,74,74
artificial_language_g0_244_m1_m8_m9_m99,75,(45 + 30)
artificial_language_g0_244_m1_m8_m9_m99,76,(45 + 31)
artificial_language_g0_244_m1_m8_m9_m99,77,(45 + 32)
artificial_language_g0_244_m1_m8_m9_m99,78,(45 + 33)
artificial_language_g0_244_m1_m8_m9_m99,79,(45 + 34)
artificial_language_g0_244_m1_m8_m9_m99,80,(45 + 35)
artificial_language_g0_244_m1_m8_m9_m99,81,(45 + 36)
artificial_language_g0_244_m1_m8_m9_m99,82,(45 + 37)
artificial_language_g0_244_m1_m8_m9_m99,83,(45 + 38)
artificial_language_g0_244_m1_m8_m9_m99,84,(45 + 39)
artificial_language_g0_244_m1_m8_m9_m99,85,(45 + 40)
artificial_language_g0_244_m1_m8_m9_m99,86,(45 + 41)
artificial_language_g0_244_m1_m8_m9_m99,87,(45 + 42)
artificial_language_g0_244_m1_m8_m9_m99,88,(45 + 43)
artificial_language_g0_244_m1_m8_m9_m99,89,(90 - 1)
artificial_language_g0_244_m1_m8_m9_m99,90,90
artificial_language_g0_244_m1_m8_m9_m99,91,(90 + 1)
artificial_language_g0_244_m1_m8_m9_m99,92,(90 + 2)
artificial_language_g0_244_m1_m8_m9_m99,93,(90 + 3)
artificial_language_g0_244_m1_m8_m9_m99,94,(90 + 4)
artificial_language_g0_244_m1_m8_m9_m99,95,(90 + 5)
artificial_language_g0_244_m1_m8_m9_m99,96,(90 + 6)
artificial_language_g0_244_m1_m8_m9_m99,97,(90 + 7)
artificial_language_g0_244_m1_m8_m9_m99,98,(90 + 8)
artificial_language_g0_244_m1_m8_m9_m99,99,(90 + 9)
artificial_language_g0_244_m1_m4_m7_m10_m99,1,1
artificial_language_g0_244_m1_m4_m7_m10_m99,2,2
artificial_language_g0_244_m1_m4_m7_m10_m99,3,3
artificial_language_g0_244_m1_m4_m7_m10_m99,4,4
artificial_language_g0_244_m1_m4_m7_m10_m99,5,5
artificial_language_g0_244_m1_m4_m7_m10_m99,6,6
artificial_language_g0_244_m1_m4_m7_m10_m99,7,7
artificial_language_g0_244_m1_m4_m7_m10_m99,8,8
artificial_language_g0_244_m1_m4_m7_m10_m99,9,9
artificial_language_g0_244_m1_m4_m7_m10_m99,10,10
artificial_language_g0_244_m1_m4_m7_m10_m99,11,11
artificial_language_g0_244_m1_m4_m7_m10_m99,12,12
artificial_language_g0_244_m1_m4_m7_m10_m99,13,13
artificial_language_g0_244_m1_m4_m7_m10_m99,14,14
artificial_language_g0_244_m1_m4_m7_m10_m99,15,15
artificial_language_g0_244_m1_m4_m7_m10_m99,16,16
artificial_language_g0_244_m1_m4_m7_m10_m99,17,17
artificial_language_g0_244_m1_m4_m7_m10_m99,18,18
artificial_language_g0_244_m1_m4_m7_m10_m99,19,19
artificial_language_g0_244_m1_m4_m7_m10_m99,20,20
artificial_language_g0_244_m1_m4_m7_m10_m99,21,21
artificial_language_g0_244_m1_m4_m7_m10_m99,22,22
artificial_language_g0_244_m1_m4_m7_m10_m99,23,23
artificial_language_g0_244_m1_m4_m7_m10_m99,24,24
artificial_language_g0_244_m1_m4_m7_m10_m99,25,25
artificial_language_g0_244_m1_m4_m7_m10_m99,26,26
artificial_language_g0_244_m1_m4_m7_m10_m99,27,27
artificial_language_g0_244_m1_m4_m7_m10_m99,28,28
artificial_language_g0_244_m1_m4_m7_m10_m99,29,29
artificial_language_g0_244_m1_m4_m7_m10_m99,30,30
artificial_language_g0_244_m1_m4_m7_m10_m99,31,31
artificial_language_g0_244_m1_m4_m7_m10_m99,32,32
artificial_language_g0_244_m1_m4_m7_m10_m99,33,33
artificial_language_g0_244_m1_m4_m7_m10_m99,34,34
artificial_language_g0_244_m1_m4_m7_m10_m99,35,35
artificial_language_g0_244_m1_m4_m7_m10_m99,36,36
artificial_language_g0_244_m1_m4_m7_m10_m99,37,37
artificial_language_g0_244_m1_m4_m7_m10_m99,38,38
artificial_language_g0_244_m1_m4_m7_m10_m99,39,39
artificial_language_g0_244_m1_m4_m7_m10_m99,40,40
artificial_language_g0_244_m1_m4_m7_m10_m99,41,41
artificial_language_g0_244_m1_m4_m7_m10_m99,42,(1 * 42)
artificial_language_g0_244_m1_m4_m7_m10_m99,43,((1 * 42) + 1)
artificial_language_g0_244_m1_m4_m7_m10_m99,44,((1 * 42) + 2)
artificial_language_g0_244_m1_m4_m7_m10_m99,45,((1 * 42) + 3)
artificial_language_g0_244_m1_m4_m7_m10_m99,46,((1 * 42) + 4)
artificial_language_g0_244_m1_m4_m7_m10_m99,47,((1 * 42) + 5)
artificial_language_g0_244_m1_m4_m7_m10_m99,48,((1 * 42) + 6)
artificial_language_g0_244_m1_m4_m7_m10_m99,49,((1 * 42) + 7)
artificial_language_g0_244_m1_m4_m7_m10_m99,50,((1 * 42) + 8)
artificial_language_g0_244_m1_m4_m7_m10_m99,51,((1 * 42) + 9)
artificial_language_g0_244_m1_m4_m7_m10_m99,52,((1 * 42) + 10)
artificial_language_g0_244_m1_m4_m7_m10_m99,53,((1 * 42) + 11)
artificial_language_g0_244_m1_m4_m7_m10_m99,54,((1 * 42) + 12)
artificial_language_g0_244_m1_m4_m7_m10_m99,55,((1 * 42) + 13)
artificial_language_g0_244_m1_m4_m7_m10_m99,56,((1 * 42) + 14)
artificial_language_g0_244_m1_m4_m7_m10_m99,57,((1 * 42) + 15)
artificial_language_g0_244_m1_m4_m7_m10_m99,58,((1 * 42) + 16)
artificial_language_g0_244_m1_m4_m7_m10_m99,59,((1 * 42) + 17)
artificial_language_g0_244_m1_m4_m7_m10_m99,60,((1 * 42) + 18)
artificial_language_g0_244_m1_m4_m7_m10_m99,61,((1 * 42) + 19)
artificial_language_g0_244_m1_m4_m7_m10_m99,62,((1 * 42) + 20)
artificial_language_g0_244_m1_m4_m7_m10_m99,63,((1 * 42) + 21)
artificial_language_g0_244_m1_m4_m7_m10_m99,64,((1 * 42) + 22)
artificial_language_g0_244_m1_m4_m7_m10_m99,65,((1 * 42) + 23)
artificial_language_g0_244_m1_m4_m7_m10_m99,66,((1 * 42) + 24)
artificial_language_g0_244_m1_m4_m7_m10_m99,67,((1 * 42) + 25)
artificial_language_g0_244_m1_m4_m7_m10_m99,68,((1 * 42) + 26)
artificial_language_g0_244_m1_m4_m7_m10_m99,69,((1 * 42) + 27)
artificial_language_g0_244_m1_m4_m7_m10_m99,70,((1 * 42) + 28)
artificial_language_g0_244_m1_m4_m7_m10_m99,71,((1 * 42) + 29)
artificial_language_g0_244_m1_m4_m7_m10_m99,72,((1 * 42) + 30)
artificial_language_g0_244_m1_m4_m7_m10_m99,73,((1 * 42) + 31)
artificial_language_g0_244_m1_m4_m7_m10_m99,74,((1 * 42) + 32)
artificial_language_g0_244_m1_m4_m7_m10_m99,75,((1 * 42) + 33)
artificial_language_g0_244_m1_m4_m7_m10_m99,76,((1 * 42) + 34)
artificial_language_g0_244_m1_m4_m7_m10_m99,77,((1 * 42) + 35)
artificial_language_g0_244_m1_m4_m7_m10_m99,78,((1 * 42) + 36)
artificial_language_g0_244_m1_m4_m7_m10_m99,79,((1 * 42) + 37)
artificial_language_g0_244_m1_m4_m7_m10_m99,80,((1 * 42) + 38)
artificial_language_g0_244_m1_m4_m7_m10_m99,81,((1 * 42) + 39)
artificial_language_g0_244_m1_m4_m7_m10_m99,82,((1 * 42) + 40)
artificial_language_g0_244_m1_m4_m7_m10_m99,83,((1 * 42) + 41)
artificial_language_g0_244_m1_m4_m7_m10_m99,84,(1 * 84)
artificial_language_g0_244_m1_m4_m7_m10_m99,85,(84 + 1)
artificial_language_g0_244_m1_m4_m7_m10_m99,86,(84 + 2)
artificial_language_g0_244_m1_m4_m7_m10_m99,87,(84 + 3)
artificial_language_g0_244_m1_m4_m7_m10_m99,88,(84 + 4)
artificial_language_g0_244_m1_m4_m7_m10_m99,89,(84 + 5)
artificial_language_g0_244_m1_m4_m7_m10_m99,90,(84 + 6)
artificial_language_g0_244_m1_m4_m7_m10_m99,91,(84 + 7)
artificial_language_g0_244_m1_m4_m7_m10_m99,92,(84 + 8)
artificial_language_g0_244_m1_m4_m7_m10_m99,93,(84 + 9)
artificial_language_g0_244_m1_m4_m7_m10_m99,94,(84 + 10)
artificial_language_g0_244_m1_m4_m7_m10_m99,95,(84 + 11)
artificial_language_g0_244_m1_m4_m7_m10_m99,96,(84 + 12)
artificial_language_g0_244_m1_m4_m7_m10_m99,97,(84 + 13)
artificial_language_g0_244_m1_m4_m7_m10_m99,98,(84 + 14)
artificial_language_g0_244_m1_m4_m7_m10_m99,99,(84 + 15)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,1,1
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,2,2
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,3,3
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,4,4
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,5,5
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,6,6
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,7,7
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,8,8
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,9,9
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,10,10
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,11,11
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,12,12
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,13,13
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,14,14
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,15,15
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,16,16
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,17,17
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,18,18
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,19,19
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,20,20
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,21,21
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,22,22
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,23,23
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,24,24
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,25,25
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,26,26
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,27,27
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,28,28
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,29,29
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,30,30
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,31,31
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,32,32
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,33,33
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,34,34
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,35,35
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,36,36
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,37,37
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,38,38
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,39,39
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,40,40
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,41,41
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,42,42
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,43,43
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,44,44
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,45,45
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,46,46
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,47,47
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,48,(1 * 48)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,49,((1 * 48) + 1)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,50,((1 * 48) + 2)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,51,((1 * 48) + 3)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,52,((1 * 48) + 4)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,53,((1 * 48) + 5)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,54,((1 * 48) + 6)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,55,((1 * 48) + 7)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,56,((1 * 48) + 8)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,57,((1 * 48) + 9)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,58,((1 * 48) + 10)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,59,((1 * 48) + 11)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,60,((1 * 48) + 12)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,61,((1 * 48) + 13)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,62,((1 * 48) + 14)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,63,((1 * 48) + 15)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,64,((1 * 48) + 16)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,65,(96 - 31)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,66,(96 - 30)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,67,(96 - 29)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,68,(96 - 28)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,69,(96 - 27)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,70,(96 - 26)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,71,(96 - 25)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,72,(96 - 24)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,73,(96 - 23)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,74,(96 - 22)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,75,(96 - 21)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,76,(96 - 20)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,77,(96 - 19)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,78,(96 - 18)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,79,(96 - 17)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,80,(96 - 16)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,81,(96 - 15)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,82,(96 - 14)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,83,(96 - 13)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,84,(96 - 12)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,85,(96 - 11)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,86,(96 - 10)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,87,(96 - 9)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,88,(96 - 8)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,89,(96 - 7)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,90,(96 - 6)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,91,(96 - 5)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,92,(96 - 4)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,93,(96 - 3)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,94,(96 - 2)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,95,(96 - 1)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,96,(1 * 96)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,97,(96 + 1)
artificial_language_g1_11_m2_m5_m6_m10_m12_m99,98,(96 + 2)
